iso_code,location,continent,date,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,positive_rate,tests_per_case,tests_units,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred
PHL,Philippines,Asia,2020-09-27,2970,26.745,2497.571,22.491,60,0.54,51.429,0.463,27989,0.252,34796,0.313,,,,,,,,0.072,13.9,people tested,304226,2739.617,5344,48.124,3458759,31.147,,
PHL,Philippines,Asia,2020-09-28,3062,27.574,2442.571,21.996,37,0.333,54.571,0.491,26321,0.237,34356,0.309,,,,,,,,0.071,14.1,people tested,307288,2767.191,5381,48.457,3485080,31.384,,
PHL,Philippines,Asia,2020-09-29,2015,18.145,2502,22.531,67,0.603,57,0.513,33605,0.303,34315,0.309,,,,,,,,0.073,13.7,people tested,309303,2785.336,5448,49.06,3518685,31.686,,
PHL,Philippines,Asia,2020-09-30,2391,21.531,2443.286,22.002,56,0.504,59,0.531,38075,0.343,34286,0.309,,,,,,,,0.071,14,people tested,311694,2806.868,5504,49.565,3556760,32.029,,
PHL,Philippines,Asia,2020-10-01,2385,21.477,2474.857,22.287,58,0.522,62.143,0.56,39611,0.357,34250,0.308,,,,,,,,0.072,13.8,people tested,314079,2828.345,5562,50.087,3596371,32.386,,
PHL,Philippines,Asia,2020-10-02,2599,23.405,2473.857,22.278,54,0.486,60,0.54,37984,0.342,34361,0.309,,,,,,,,0.072,13.9,people tested,316678,2851.75,5616,50.573,3634355,32.728,,
PHL,Philippines,Asia,2020-10-03,2652,23.882,2582,23.251,62,0.558,56.286,0.507,38849,0.35,34633,0.312,,,,,,,,0.075,13.4,people tested,319330,2875.632,5678,51.132,3673204,33.078,,
PHL,Philippines,Asia,2020-10-04,3167,28.519,2610.143,23.505,98,0.883,61.714,0.556,26911,0.242,34479,0.31,,,,,,,,0.076,13.2,people tested,322497,2904.151,5776,52.014,3700115,33.32,,
PHL,Philippines,Asia,2020-10-05,2265,20.397,2496.286,22.48,64,0.576,65.571,0.59,29702,0.267,34962,0.315,,,,,,,,0.071,14,people tested,324762,2924.548,5840,52.59,3729817,33.588,,
PHL,Philippines,Asia,2020-10-06,2071,18.65,2504.286,22.552,25,0.225,59.571,0.536,34578,0.311,35101,0.316,,,,,,,,0.071,14,people tested,326833,2943.198,5865,52.816,3764395,33.899,,
PHL,Philippines,Asia,2020-10-07,2804,25.251,2563.286,23.083,60,0.54,60.143,0.542,37496,0.338,35019,0.315,,,,,,,,0.073,13.7,people tested,329637,2968.448,5925,53.356,3801891,34.237,,
PHL,Philippines,Asia,2020-10-08,2232,20.1,2541.429,22.886,144,1.297,72.429,0.652,36303,0.327,34546,0.311,,,,,,,,0.074,13.6,people tested,331869,2988.548,6069,54.653,3838194,34.564,,
PHL,Philippines,Asia,2020-10-09,2901,26.124,2584.571,23.275,83,0.747,76.571,0.69,38679,0.348,34645,0.312,,,,,,,,0.075,13.4,people tested,334770,3014.672,6152,55.4,3876873,34.912,,
PHL,Philippines,Asia,2020-10-10,2156,19.415,2513.714,22.637,86,0.774,80,0.72,40231,0.362,34843,0.314,,,,,,,,0.072,13.9,people tested,336926,3034.087,6238,56.174,3917104,35.274,,
PHL,Philippines,Asia,2020-10-11,2415,21.748,2406.286,21.669,83,0.747,77.857,0.701,30138,0.271,35304,0.318,,,,,,,,0.068,14.7,people tested,339341,3055.835,6321,56.922,3947242,35.546,,
PHL,Philippines,Asia,2020-10-12,3475,31.293,2579.143,23.226,11,0.099,70.286,0.633,27484,0.247,34987,0.315,,,,,,,,0.074,13.6,people tested,342816,3087.128,6332,57.021,3974726,35.793,,
PHL,Philippines,Asia,2020-10-13,1897,17.083,2554.286,23.002,40,0.36,72.429,0.652,34602,0.312,34990,0.315,,,,,,,,0.073,13.7,people tested,344713,3104.211,6372,57.381,4009328,36.105,,
PHL,Philippines,Asia,2020-10-14,1823,16.416,2414.143,21.74,77,0.693,74.857,0.674,37868,0.341,35044,0.316,,,,,,,,0.069,14.5,people tested,346536,3120.627,6449,58.075,4047196,36.446,,
PHL,Philippines,Asia,2020-10-15,2162,19.469,2404.143,21.65,48,0.432,61.143,0.551,38354,0.345,35337,0.318,,,,,,,,0.068,14.7,people tested,348698,3140.096,6497,58.507,4085550,36.791,,
PHL,Philippines,Asia,2020-10-16,3052,27.484,2425.714,21.844,34,0.306,54.143,0.488,29705,0.267,34055,0.307,,,,,,,,0.071,14,people tested,351750,3167.58,6531,58.813,4115255,37.059,,
PHL,Philippines,Asia,2020-10-17,2588,23.305,2487.429,22.4,72,0.648,52.143,0.47,32383,0.292,32933,0.297,,,,,,,,0.076,13.2,people tested,354338,3190.886,6603,59.461,4147638,37.35,,
PHL,Philippines,Asia,2020-10-18,2280,20.532,2468.143,22.226,49,0.441,47.286,0.426,19258,0.173,31379,0.283,,,,,,,,0.079,12.7,people tested,356618,3211.418,6652,59.903,4166896,37.524,,
PHL,Philippines,Asia,2020-10-19,2551,22.972,2336.143,21.037,23,0.207,49,0.441,25003,0.225,31025,0.279,,,,,,,,0.075,13.3,people tested,359169,3234.39,6675,60.11,4191899,37.749,,
PHL,Philippines,Asia,2020-10-20,1606,14.462,2294.571,20.663,15,0.135,45.429,0.409,29276,0.264,30264,0.273,,,,,,,,0.076,13.2,people tested,360775,3248.852,6690,60.245,4221175,38.013,,
PHL,Philippines,Asia,2020-10-21,1468,13.22,2243.857,20.206,57,0.513,42.571,0.383,34185,0.308,29738,0.268,,,,,,,,0.075,13.3,people tested,362243,3262.072,6747,60.758,4255360,38.32,,
PHL,Philippines,Asia,2020-10-22,1645,14.814,2170,19.541,36,0.324,40.857,0.368,34409,0.31,29174,0.263,,,,,,,,0.074,13.4,people tested,363888,3276.885,6783,61.082,4289769,38.63,,
PHL,Philippines,Asia,2020-10-23,1911,17.209,2007,18.073,132,1.189,54.857,0.494,35720,0.322,30033,0.27,,,,,,,,0.067,15,people tested,365799,3294.094,6915,62.271,4325489,38.952,,
PHL,Philippines,Asia,2020-10-24,2020,18.191,1925.857,17.343,19,0.171,47.286,0.426,32845,0.296,30099,0.271,,,,,,,,0.064,15.6,people tested,367819,3312.285,6934,62.442,4358334,39.248,,
PHL,Philippines,Asia,2020-10-25,2209,19.892,1915.714,17.251,43,0.387,46.429,0.418,23892,0.215,30761,0.277,,,,,,,,0.062,16.1,people tested,370028,3332.177,6977,62.829,4382226,39.463,,
PHL,Philippines,Asia,2020-10-26,1602,14.426,1780.143,16.031,62,0.558,52,0.468,27283,0.246,31087,0.28,,,,,,,,0.057,17.5,people tested,371630,3346.604,7039,63.388,4409509,39.709,,
PHL,Philippines,Asia,2020-10-27,1514,13.634,1767,15.912,14,0.126,51.857,0.467,32581,0.293,31559,0.284,,,,,,,,0.056,17.9,people tested,373144,3360.238,7053,63.514,4442090,40.002,,
PHL,Philippines,Asia,2020-10-28,2036,18.335,1848.143,16.643,61,0.549,52.429,0.472,34256,0.308,31569,0.284,,,,,,,,0.059,17.1,people tested,375180,3378.572,7114,64.063,4476346,40.31,,
PHL,Philippines,Asia,2020-10-29,1755,15.804,1863.857,16.784,33,0.297,52,0.468,34137,0.307,31531,0.284,,,,,,,,0.059,16.9,people tested,376935,3394.376,7147,64.36,4510483,40.618,,
PHL,Philippines,Asia,2020-10-30,1998,17.992,1876.286,16.896,38,0.342,38.571,0.347,37638,0.339,31805,0.286,,,,,,,,0.059,17,people tested,378933,3412.369,7185,64.702,4548121,40.957,,
PHL,Philippines,Asia,2020-10-31,1796,16.173,1844.286,16.608,36,0.324,41,0.369,36226,0.326,32288,0.291,,,,,,,,0.057,17.5,people tested,380729,3428.542,7221,65.027,4584347,41.283,,
PHL,Philippines,Asia,2020-11-01,2384,21.468,1869.286,16.833,17,0.153,37.286,0.336,22650,0.204,32110,0.289,,,,,,,,0.058,17.2,people tested,383113,3450.01,7238,65.18,4606997,41.487,,
PHL,Philippines,Asia,2020-11-02,2287,20.595,1967.143,17.715,31,0.279,32.857,0.296,18437,0.166,30846,0.278,,,,,,,,0.064,15.7,people tested,385400,3470.605,7269,65.459,4625434,41.653,,
PHL,Philippines,Asia,2020-11-03,1761,15.858,2002.429,18.032,49,0.441,37.857,0.341,22293,0.201,29377,0.265,,,,,,,,0.068,14.7,people tested,387161,3486.464,7318,65.9,4647727,41.854,,
PHL,Philippines,Asia,2020-11-04,976,8.789,1851,16.669,49,0.441,36.143,0.325,31480,0.283,28980,0.261,,,,,,,,0.064,15.7,people tested,388137,3495.253,7367,66.341,4679207,42.137,,
PHL,Philippines,Asia,2020-11-05,1588,14.3,1827.143,16.454,42,0.378,37.429,0.337,35990,0.324,29245,0.263,,,,,,,,0.062,16,people tested,389725,3509.553,7409,66.72,4715197,42.461,,
PHL,Philippines,Asia,2020-11-06,2084,18.767,1839.429,16.564,52,0.468,39.429,0.355,37773,0.34,29264,0.264,,,,,,,,0.063,15.9,people tested,391809,3528.32,7461,67.188,4752970,42.801,,
PHL,Philippines,Asia,2020-11-07,2152,19.379,1890.286,17.022,24,0.216,37.714,0.34,35136,0.316,29108,0.262,,,,,,,,0.065,15.4,people tested,393961,3547.699,7485,67.404,4788106,43.118,,
PHL,Philippines,Asia,2020-11-08,2434,21.919,1897.429,17.087,54,0.486,43,0.387,21569,0.194,28954,0.261,,,,,,,,0.066,15.3,people tested,396395,3569.618,7539,67.89,4809675,43.312,,
PHL,Philippines,Asia,2020-11-09,2054,18.497,1864.143,16.787,108,0.973,54,0.486,25417,0.229,29951,0.27,,,,,,,,0.062,16.1,people tested,398449,3588.114,7647,68.863,4835092,43.541,,
PHL,Philippines,Asia,2020-11-10,1300,11.707,1798.286,16.194,14,0.126,49,0.441,29874,0.269,31034,0.279,,,,,,,,0.058,17.3,people tested,399749,3599.821,7661,68.989,4864966,43.81,,
PHL,Philippines,Asia,2020-11-11,1667,15.012,1897,17.083,49,0.441,49,0.441,36373,0.328,31733,0.286,,,,,,,,0.06,16.7,people tested,401416,3614.833,7710,69.43,4901339,44.138,,
PHL,Philippines,Asia,2020-11-12,1404,12.643,1870.714,16.846,11,0.099,44.571,0.401,24701,0.222,30120,0.271,,,,,,,,0.062,16.1,people tested,402820,3627.476,7721,69.529,4926040,44.36,,
PHL,Philippines,Asia,2020-11-13,1893,17.047,1843.429,16.6,31,0.279,41.571,0.374,29096,0.262,28881,0.26,,,,,,,,0.064,15.7,people tested,404713,3644.523,7752,69.808,4955136,44.622,,
PHL,Philippines,Asia,2020-11-14,1624,14.624,1768,15.921,39,0.351,43.714,0.394,28839,0.26,27981,0.252,,,,,,,,0.063,15.8,people tested,406337,3659.147,7791,70.16,4983975,44.882,,
PHL,Philippines,Asia,2020-11-15,1501,13.517,1634.714,14.721,41,0.369,41.857,0.377,24190,0.218,28356,0.255,,,,,,,,0.058,17.3,people tested,407838,3672.664,7832,70.529,5008165,45.1,,
PHL,Philippines,Asia,2020-11-16,1736,15.633,1589.286,14.312,7,0.063,27.429,0.247,27439,0.247,28645,0.258,,,,,,,,0.055,18,people tested,409574,3688.297,7839,70.592,5035604,45.347,,
PHL,Philippines,Asia,2020-11-17,1144,10.302,1567,14.111,23,0.207,28.714,0.259,32048,0.289,28955,0.261,,,,,,,,0.054,18.5,people tested,410718,3698.599,7862,70.799,5067652,45.635,,
PHL,Philippines,Asia,2020-11-18,1379,12.418,1525.857,13.741,95,0.855,35.286,0.318,36029,0.324,28906,0.26,,,,,,,,0.053,18.9,people tested,412097,3711.017,7957,71.654,5103681,45.96,,
PHL,Philippines,Asia,2020-11-19,1333,12.004,1515.714,13.649,41,0.369,39.571,0.356,31448,0.283,29870,0.269,,,,,,,,0.051,19.7,people tested,413430,3723.021,7998,72.024,5135129,46.243,,
PHL,Philippines,Asia,2020-11-20,1637,14.742,1479.143,13.32,27,0.243,39,0.351,33968,0.306,30566,0.275,,,,,,,,0.048,20.7,people tested,415067,3737.763,8025,72.267,5169097,46.549,,
PHL,Philippines,Asia,2020-11-21,1785,16.074,1502.143,13.527,55,0.495,41.286,0.372,33231,0.299,31193,0.281,,,,,,,,0.048,20.8,people tested,416852,3753.837,8080,72.762,5202328,46.848,,
PHL,Philippines,Asia,2020-11-22,1966,17.704,1568.571,14.125,43,0.387,41.571,0.374,23699,0.213,31123,0.28,,,,,,,,0.05,19.8,people tested,418818,3771.541,8123,73.149,5226027,47.061,,
PHL,Philippines,Asia,2020-11-23,1796,16.173,1577.143,14.202,50,0.45,47.714,0.43,24522,0.221,30706,0.277,,,,,,,,0.051,19.5,people tested,420614,3787.715,8173,73.6,5250549,47.282,,
PHL,Philippines,Asia,2020-11-24,1108,9.978,1572,14.156,12,0.108,46.143,0.416,32745,0.295,30806,0.277,,,,,,,,0.051,19.6,people tested,421722,3797.692,8185,73.708,5283294,47.577,,
PHL,Philippines,Asia,2020-11-25,1193,10.743,1545.429,13.917,30,0.27,36.857,0.332,38154,0.344,31110,0.28,,,,,,,,0.05,20.1,people tested,422915,3808.436,8215,73.978,5321448,47.921,,
PHL,Philippines,Asia,2020-11-26,1382,12.445,1552.429,13.98,27,0.243,34.857,0.314,36493,0.329,31830,0.287,,,,,,,,0.049,20.5,people tested,424297,3820.881,8242,74.221,5357941,48.249,,
PHL,Philippines,Asia,2020-11-27,1621,14.597,1550.143,13.959,13,0.117,32.857,0.296,38788,0.349,32519,0.293,,,,,,,,0.048,21,people tested,425918,3835.478,8255,74.338,5396729,48.599,,
PHL,Philippines,Asia,2020-11-28,1879,16.921,1563.571,14.08,78,0.702,36.143,0.325,35009,0.315,32773,0.295,,,,,,,,0.048,21,people tested,427797,3852.399,8333,75.04,5431738,48.914,,
PHL,Philippines,Asia,2020-11-29,2067,18.614,1578,14.21,40,0.36,35.714,0.322,23042,0.207,32679,0.294,,,,,,,,0.048,20.7,people tested,429864,3871.013,8373,75.401,5454780,49.121,,
PHL,Philippines,Asia,2020-11-30,1766,15.903,1573.714,14.172,19,0.171,31.286,0.282,23606,0.213,32548,0.293,,,,,,,,0.048,20.7,people tested,431630,3886.916,8392,75.572,5478386,49.334,,
PHL,Philippines,Asia,2020-12-01,1295,11.662,1600.429,14.412,26,0.234,33.286,0.3,27153,0.245,31749,0.286,,,,,,,,0.05,19.8,people tested,432925,3898.578,8418,75.806,5505539,49.578,,
PHL,Philippines,Asia,2020-12-02,1432,12.895,1634.571,14.72,18,0.162,31.571,0.284,34333,0.309,31203,0.281,,,,,,,,0.052,19.1,people tested,434357,3911.473,8436,75.968,5539872,49.888,,
PHL,Philippines,Asia,2020-12-03,1056,9.509,1588,14.3,10,0.09,29.143,0.262,35960,0.324,31127,0.28,,,,,,,,0.051,19.6,people tested,435413,3920.983,8446,76.058,5575832,50.212,,
PHL,Philippines,Asia,2020-12-04,932,8.393,1489.571,13.414,63,0.567,36.286,0.327,38297,0.345,31057,0.28,,,,,,,,0.048,20.8,people tested,436345,3929.375,8509,76.625,5614129,50.556,,
PHL,Philippines,Asia,2020-12-05,1724,15.525,1467.429,13.214,17,0.153,27.571,0.248,38983,0.351,31625,0.285,,,,,,,,0.046,21.6,people tested,438069,3944.9,8526,76.778,5653112,50.907,,
PHL,Philippines,Asia,2020-12-06,1765,15.894,1424.286,12.826,28,0.252,25.857,0.233,24955,0.225,31898,0.287,,,,,,,,0.045,22.4,people tested,439834,3960.795,8554,77.031,5678067,51.132,,
PHL,Philippines,Asia,2020-12-07,1565,14.093,1395.571,12.567,18,0.162,25.714,0.232,28997,0.261,32668,0.294,,,,,,,,0.043,23.4,people tested,441399,3974.888,8572,77.193,5707064,51.393,,
PHL,Philippines,Asia,2020-12-08,1386,12.481,1408.571,12.684,98,0.883,36,0.324,35583,0.32,33873,0.305,,,,,,,,0.042,24,people tested,442785,3987.369,8670,78.075,5742647,51.714,,
PHL,Philippines,Asia,2020-12-09,1379,12.418,1401,12.616,7,0.063,34.429,0.31,31663,0.285,33491,0.302,,,,,,,,0.042,23.9,people tested,444164,3999.787,8677,78.138,5774310,51.999,,
PHL,Philippines,Asia,2020-12-10,1376,12.391,1446.714,13.028,24,0.216,36.429,0.328,33235,0.299,33102,0.298,,,,,,,,0.044,22.9,people tested,445540,4012.178,8701,78.354,5807545,52.298,,
PHL,Philippines,Asia,2020-12-11,1499,13.499,1527.714,13.757,8,0.072,28.571,0.257,36583,0.329,32857,0.296,,,,,,,,0.046,21.5,people tested,447039,4025.677,8709,78.426,5844128,52.628,,
PHL,Philippines,Asia,2020-12-12,1292,11.635,1466,13.202,21,0.189,29.143,0.262,36226,0.326,32463,0.292,,,,,,,,0.045,22.1,people tested,448331,4037.312,8730,78.615,5880354,52.954,,
PHL,Philippines,Asia,2020-12-13,1069,9.627,1366.571,12.306,3,0.027,25.571,0.23,24616,0.222,32415,0.292,,,,,,,,0.042,23.7,people tested,449400,4046.938,8733,78.642,5904970,53.175,,
PHL,Philippines,Asia,2020-12-14,1333,12.004,1333.429,12.008,24,0.216,26.429,0.238,25978,0.234,31983,0.288,,,,,,,,0.042,24,people tested,450733,4058.942,8757,78.859,5930948,53.409,,
PHL,Philippines,Asia,2020-12-15,1106,9.96,1293.429,11.648,55,0.495,20.286,0.183,33771,0.304,31725,0.286,,,,,,,,0.041,24.5,people tested,451839,4068.902,8812,79.354,5964719,53.714,,
PHL,Philippines,Asia,2020-12-16,1149,10.347,1260.571,11.352,21,0.189,22.286,0.201,36154,0.326,32366,0.291,,,,,,,,0.039,25.7,people tested,452988,4079.249,8833,79.543,6000873,54.039,,
PHL,Philippines,Asia,2020-12-17,1459,13.139,1272.429,11.458,17,0.153,21.286,0.192,37974,0.342,33043,0.298,,,,,,,,0.039,26,people tested,454447,4092.388,8850,79.696,6038847,54.381,,
PHL,Philippines,Asia,2020-12-18,2115,19.046,1360.429,12.251,25,0.225,23.714,0.214,37060,0.334,33111,0.298,,,,,,,,0.041,24.3,people tested,456562,4111.434,8875,79.921,6075907,54.715,,
PHL,Philippines,Asia,2020-12-19,1482,13.346,1387.571,12.495,36,0.324,25.857,0.233,32281,0.291,32548,0.293,,,,,,,,0.043,23.5,people tested,458044,4124.779,8911,80.245,6108188,55.005,,
PHL,Philippines,Asia,2020-12-20,1745,15.714,1484.143,13.365,36,0.324,30.571,0.275,24379,0.22,32514,0.293,,,,,,,,0.046,21.9,people tested,459789,4140.493,8947,80.57,6132567,55.225,,
PHL,Philippines,Asia,2020-12-21,1716,15.453,1538.857,13.858,10,0.09,28.571,0.257,26032,0.234,32522,0.293,,,,,,,,0.047,21.1,people tested,461505,4155.946,8957,80.66,6158599,55.459,,
PHL,Philippines,Asia,2020-12-22,1310,11.797,1568,14.12,64,0.576,29.857,0.269,35001,0.315,32697,0.294,,,,,,,,0.048,20.9,people tested,462815,4167.743,9021,81.236,6193600,55.775,,
PHL,Philippines,Asia,2020-12-23,1189,10.707,1573.714,14.172,27,0.243,30.714,0.277,32926,0.297,32236,0.29,,,,,,,,0.049,20.5,people tested,464004,4178.45,9048,81.479,6226526,56.071,,
PHL,Philippines,Asia,2020-12-24,1720,15.489,1611,14.507,7,0.063,29.286,0.264,31898,0.287,31368,0.282,,,,,,,,0.051,19.5,people tested,465724,4193.939,9055,81.542,6258424,56.358,,
PHL,Philippines,Asia,2020-12-25,1877,16.903,1577,14.201,7,0.063,26.714,0.241,14430,0.13,28135,0.253,,,,,,,,0.056,17.8,people tested,467601,4210.842,9062,81.605,6272854,56.488,,
PHL,Philippines,Asia,2020-12-26,1404,12.643,1565.857,14.101,5,0.045,22.286,0.201,15827,0.143,25785,0.232,,,,,,,,0.061,16.5,people tested,469005,4223.485,9067,81.65,6288681,56.631,,
PHL,Philippines,Asia,2020-12-27,881,7.934,1442.429,12.989,42,0.378,23.143,0.208,16208,0.146,24617,0.222,,,,,,,,0.059,17.1,people tested,469886,4231.419,9109,82.028,6304889,56.777,,
PHL,Philippines,Asia,2020-12-28,764,6.88,1306.429,11.765,15,0.135,23.857,0.215,20564,0.185,23836,0.215,,,,,,,,0.055,18.2,people tested,470650,4238.299,9124,82.163,6325453,56.962,,
PHL,Philippines,Asia,2020-12-29,876,7.889,1244.429,11.206,38,0.342,20.143,0.181,30397,0.274,23179,0.209,,,,,,,,0.054,18.6,people tested,471526,4246.187,9162,82.506,6355850,57.236,,
PHL,Philippines,Asia,2020-12-30,1006,9.059,1218.286,10.971,68,0.612,26,0.234,30280,0.273,22801,0.205,,,,,,,,0.053,18.7,people tested,472532,4255.247,9230,83.118,6386130,57.508,,
PHL,Philippines,Asia,2020-12-31,1532,13.796,1191.429,10.729,14,0.126,27,0.243,22464,0.202,21453,0.193,,,,,,,,0.056,18,people tested,474064,4269.043,9244,83.244,6408594,57.711,,
PHL,Philippines,Asia,2021-01-01,1756,15.813,1174.143,10.573,4,0.036,26.571,0.239,12039,0.108,21111,0.19,,,,,,,,0.056,18,people tested,475820,4284.856,9248,83.28,6420633,57.819,,
PHL,Philippines,Asia,2021-01-02,1096,9.87,1130.143,10.177,5,0.045,26.571,0.239,15092,0.136,21006,0.189,,,,,,,,0.054,18.6,people tested,476916,4294.726,9253,83.325,6435725,57.955,,
PHL,Philippines,Asia,2021-01-03,891,8.024,1131.571,10.19,4,0.036,21.143,0.19,14466,0.13,20757,0.187,,,,,,,,0.055,18.3,people tested,477807,4302.749,9257,83.361,6450191,58.085,,
PHL,Philippines,Asia,2021-01-04,954,8.591,1158.714,10.434,6,0.054,19.857,0.179,23632,0.213,21196,0.191,,,,,,,,0.055,18.3,people tested,478761,4311.34,9263,83.415,6473823,58.298,,
PHL,Philippines,Asia,2021-01-05,932,8.393,1166.714,10.506,58,0.522,22.714,0.205,34815,0.314,21827,0.197,,,,,,,,0.053,18.7,people tested,479693,4319.733,9321,83.937,6508638,58.612,,
PHL,Philippines,Asia,2021-01-06,1044,9.401,1172.143,10.555,26,0.234,16.714,0.151,36348,0.327,22694,0.204,,,,,,,,0.052,19.4,people tested,480737,4329.134,9347,84.172,6544986,58.939,,
PHL,Philippines,Asia,2021-01-07,1346,12.121,1145.571,10.316,9,0.081,16,0.144,35920,0.323,24616,0.222,,,,,,,,0.047,21.5,people tested,482083,4341.255,9356,84.253,6580906,59.262,,
PHL,Philippines,Asia,2021-01-08,1769,15.93,1147.429,10.333,8,0.072,16.571,0.149,40464,0.364,28677,0.258,,,,,,,,0.04,25,people tested,483852,4357.186,9364,84.325,6621370,59.627,,
PHL,Philippines,Asia,2021-01-09,1945,17.515,1268.714,11.425,34,0.306,20.714,0.187,38176,0.344,31974,0.288,,,,,,,,0.04,25.2,people tested,485797,4374.701,9398,84.631,6659546,59.971,,
PHL,Philippines,Asia,2021-01-10,1893,17.047,1411.857,12.714,7,0.063,21.143,0.19,25029,0.225,33483,0.302,,,,,,,,0.042,23.7,people tested,487690,4391.748,9405,84.694,6684575,60.196,,
PHL,Philippines,Asia,2021-01-11,2046,18.425,1567.857,14.119,11,0.099,21.857,0.197,28780,0.259,34219,0.308,,,,,,,,0.046,21.8,people tested,489736,4410.172,9416,84.793,6713355,60.455,,
PHL,Philippines,Asia,2021-01-12,1522,13.706,1652.143,14.878,138,1.243,33.286,0.3,36573,0.329,34470,0.31,,,,,,,,0.048,20.9,people tested,491258,4423.878,9554,86.036,6749928,60.784,,
PHL,Philippines,Asia,2021-01-13,1442,12.986,1709,15.39,145,1.306,50.286,0.453,40714,0.367,35094,0.316,,,,,,,,0.049,20.5,people tested,492700,4436.864,9699,87.341,6790642,61.151,,
PHL,Philippines,Asia,2021-01-14,1905,17.155,1788.857,16.109,40,0.36,54.714,0.493,39265,0.354,35572,0.32,,,,,,,,0.05,19.9,people tested,494605,4454.019,9739,87.702,6829907,61.505,,
PHL,Philippines,Asia,2021-01-15,2041,18.38,1827.714,16.459,137,1.234,73.143,0.659,36994,0.333,35076,0.316,,,,,,,,0.052,19.2,people tested,496646,4472.398,9876,88.935,6866901,61.838,,
PHL,Philippines,Asia,2021-01-16,2045,18.416,1842,16.588,8,0.072,69.429,0.625,38079,0.343,35062,0.316,,,,,,,,0.053,19,people tested,498691,4490.814,9884,89.007,6904980,62.181,,
PHL,Philippines,Asia,2021-01-17,1886,16.984,1841,16.579,11,0.099,70,0.63,25488,0.23,35128,0.316,,,,,,,,0.052,19.1,people tested,500577,4507.798,9895,89.106,6930468,62.41,,
PHL,Philippines,Asia,2021-01-18,2159,19.442,1857.143,16.724,14,0.126,70.429,0.634,26940,0.243,34865,0.314,,,,,,,,0.053,18.8,people tested,502736,4527.24,9909,89.233,6957408,62.653,,
PHL,Philippines,Asia,2021-01-19,1348,12.139,1832.286,16.5,69,0.621,60.571,0.545,36325,0.327,34829,0.314,,,,,,,,0.053,19,people tested,504084,4539.379,9978,89.854,6993733,62.98,,
PHL,Philippines,Asia,2021-01-20,1855,16.705,1891.286,17.031,64,0.576,49,0.441,35912,0.323,34143,0.307,,,,,,,,0.055,18.1,people tested,505939,4556.084,10042,90.43,7029645,63.303,,
PHL,Philippines,Asia,2021-01-21,1778,16.011,1873.143,16.868,74,0.666,53.857,0.485,38528,0.347,34038,0.307,,,,,,,,0.055,18.2,people tested,507717,4572.095,10116,91.097,7068173,63.65,,
PHL,Philippines,Asia,2021-01-22,2170,19.541,1891.571,17.034,20,0.18,37.143,0.334,37982,0.342,34179,0.308,,,,,,,,0.055,18.1,people tested,509887,4591.636,10136,91.277,7106155,63.992,,
PHL,Philippines,Asia,2021-01-23,1792,16.137,1855.429,16.709,54,0.486,43.714,0.394,36738,0.331,33988,0.306,,,,,,,,0.055,18.3,people tested,511679,4607.773,10190,91.763,7142893,64.323,,
PHL,Philippines,Asia,2021-01-24,1940,17.47,1863.143,16.778,52,0.468,49.571,0.446,25973,0.234,34057,0.307,,,,,,,,0.055,18.3,people tested,513619,4625.244,10242,92.231,7168866,64.557,,
PHL,Philippines,Asia,2021-01-25,1377,12.4,1751.429,15.772,50,0.45,54.714,0.493,28657,0.258,34302,0.309,,,,,,,,0.051,19.6,people tested,514996,4637.644,10292,92.682,7197523,64.815,,
PHL,Philippines,Asia,2021-01-26,1170,10.536,1726,15.543,94,0.846,58.286,0.525,35639,0.321,34204,0.308,,,,,,,,0.05,19.8,people tested,516166,4648.18,10386,93.528,7233162,65.136,,
PHL,Philippines,Asia,2021-01-27,2241,20.181,1781.143,16.04,95,0.855,62.714,0.565,39111,0.352,34661,0.312,,,,,,,,0.051,19.5,people tested,518407,4668.36,10481,94.384,7272273,65.488,,
PHL,Philippines,Asia,2021-01-28,1168,10.518,1694,15.255,71,0.639,62.286,0.561,39280,0.354,34769,0.313,,,,,,,,0.049,20.5,people tested,519575,4678.879,10552,95.023,7311553,65.842,,
PHL,Philippines,Asia,2021-01-29,1838,16.552,1646.571,14.828,48,0.432,66.286,0.597,40578,0.365,35139,0.316,,,,,,,,0.047,21.3,people tested,521413,4695.43,10600,95.455,7352131,66.207,,
PHL,Philippines,Asia,2021-01-30,2103,18.938,1691,15.228,69,0.621,68.429,0.616,40520,0.365,35680,0.321,,,,,,,,0.047,21.1,people tested,523516,4714.368,10669,96.077,7392651,66.572,,
PHL,Philippines,Asia,2021-01-31,2102,18.929,1714.143,15.436,80,0.72,72.429,0.652,28507,0.257,36042,0.325,,,,,,,,0.048,21,people tested,525618,4733.297,10749,96.797,7421158,66.829,,
