iso_code,location,continent,date,new_cases,new_cases_per_million,new_cases_smoothed,new_cases_smoothed_per_million,new_deaths,new_deaths_per_million,new_deaths_smoothed,new_deaths_smoothed_per_million,new_tests,new_tests_per_thousand,new_tests_smoothed,new_tests_smoothed_per_thousand,new_vaccinations,new_vaccinations_smoothed,new_vaccinations_smoothed_per_million,people_fully_vaccinated,people_fully_vaccinated_per_hundred,people_vaccinated,people_vaccinated_per_hundred,positive_rate,tests_per_case,tests_units,total_cases,total_cases_per_million,total_deaths,total_deaths_per_million,total_tests,total_tests_per_thousand,total_vaccinations,total_vaccinations_per_hundred
IDN,Indonesia,Asia,2020-03-02,2,0.007,,,,,,,,,,,,,,,,,,,,,2,0.007,,,,,,
IDN,Indonesia,Asia,2020-03-03,0,0,,,,,,,,,,,,,,,,,,,,,2,0.007,,,,,,
IDN,Indonesia,Asia,2020-03-04,0,0,,,,,,,,,,,,,,,,,,,,,2,0.007,,,,,,
IDN,Indonesia,Asia,2020-03-05,0,0,,,,,,,,,,,,,,,,,,,,,2,0.007,,,,,,
IDN,Indonesia,Asia,2020-03-06,2,0.007,,,,,,,,,,,,,,,,,,,,,4,0.014,,,,,,
IDN,Indonesia,Asia,2020-03-07,0,0,0.571,0.002,,,0,0,,,,,,,,,,,,,,,4,0.014,,,,,,
IDN,Indonesia,Asia,2020-03-08,2,0.007,0.857,0.003,,,0,0,,,,,,,,,,,,,,,6,0.022,,,,,,
IDN,Indonesia,Asia,2020-03-09,13,0.047,2.429,0.009,,,0,0,,,,,,,,,,,,,,,19,0.069,,,,,,
IDN,Indonesia,Asia,2020-03-10,8,0.029,3.571,0.013,,,0,0,,,,,,,,,,,,,,,27,0.098,,,,,,
IDN,Indonesia,Asia,2020-03-11,7,0.025,4.571,0.017,1,0.004,0.143,0.001,,,,,,,,,,,,,,,34,0.123,1,0.004,,,,
IDN,Indonesia,Asia,2020-03-12,0,0,4.571,0.017,0,0,0.143,0.001,,,,,,,,,,,,,,,34,0.123,1,0.004,,,,
IDN,Indonesia,Asia,2020-03-13,35,0.127,9.286,0.034,3,0.011,0.571,0.002,,,,,,,,,,,,,,,69,0.25,4,0.014,,,,
IDN,Indonesia,Asia,2020-03-14,27,0.098,13.143,0.048,1,0.004,0.714,0.003,,,,,,,,,,,,,,,96,0.347,5,0.018,,,,
IDN,Indonesia,Asia,2020-03-15,21,0.076,15.857,0.057,0,0,0.714,0.003,,,,,,,,,,,,,,,117,0.423,5,0.018,,,,
IDN,Indonesia,Asia,2020-03-16,17,0.062,16.429,0.059,0,0,0.714,0.003,,,,,,,,,,,,,,people tested,134,0.485,5,0.018,1230,0.004,,
IDN,Indonesia,Asia,2020-03-17,38,0.138,20.714,0.075,0,0,0.714,0.003,25,0,,,,,,,,,,,,people tested,172,0.622,5,0.018,1255,0.005,,
IDN,Indonesia,Asia,2020-03-18,55,0.199,27.571,0.1,14,0.051,2.571,0.009,,,,,,,,,,,,,,people tested,227,0.821,19,0.069,,,,
IDN,Indonesia,Asia,2020-03-19,84,0.304,39.571,0.143,6,0.022,3.429,0.012,,,,,,,,,,,,,,people tested,311,1.125,25,0.09,1651,0.006,,
IDN,Indonesia,Asia,2020-03-20,58,0.21,42.857,0.155,7,0.025,4,0.014,247,0.001,,,,,,,,,,,,people tested,369,1.335,32,0.116,1898,0.007,,
IDN,Indonesia,Asia,2020-03-21,81,0.293,50.571,0.183,6,0.022,4.714,0.017,,,,,,,,,,,,,,people tested,450,1.628,38,0.138,,,,
IDN,Indonesia,Asia,2020-03-22,64,0.232,56.714,0.205,10,0.036,6.143,0.022,,,,,,,,,,,,,,people tested,514,1.86,48,0.174,2409,0.009,,
IDN,Indonesia,Asia,2020-03-23,65,0.235,63.571,0.23,1,0.004,6.286,0.023,74,0,179,0.001,,,,,,,,0.355,2.8,people tested,579,2.095,49,0.177,2483,0.009,,
IDN,Indonesia,Asia,2020-03-24,107,0.387,73.429,0.266,6,0.022,7.143,0.026,380,0.001,230,0.001,,,,,,,,0.319,3.1,people tested,686,2.482,55,0.199,2863,0.01,,
IDN,Indonesia,Asia,2020-03-25,104,0.376,80.429,0.291,3,0.011,5.571,0.02,,,279,0.001,,,,,,,,0.288,3.5,people tested,790,2.859,58,0.21,,,,
IDN,Indonesia,Asia,2020-03-26,103,0.373,83.143,0.301,20,0.072,7.571,0.027,,,328,0.001,,,,,,,,0.253,3.9,people tested,893,3.231,78,0.282,,,,
IDN,Indonesia,Asia,2020-03-27,153,0.554,96.714,0.35,9,0.033,7.857,0.028,,,370,0.001,,,,,,,,0.261,3.8,people tested,1046,3.785,87,0.315,4489,0.016,,
IDN,Indonesia,Asia,2020-03-28,109,0.394,100.714,0.364,15,0.054,9.143,0.033,1286,0.005,517,0.002,,,,,,,,0.195,5.1,people tested,1155,4.179,102,0.369,5775,0.021,,
IDN,Indonesia,Asia,2020-03-29,130,0.47,110.143,0.399,12,0.043,9.429,0.034,491,0.002,551,0.002,,,,,,,,0.2,5,people tested,1285,4.65,114,0.413,6266,0.023,,
IDN,Indonesia,Asia,2020-03-30,129,0.467,119.286,0.432,8,0.029,10.429,0.038,268,0.001,579,0.002,,,,,,,,0.206,4.9,people tested,1414,5.116,122,0.441,6534,0.024,,
IDN,Indonesia,Asia,2020-03-31,114,0.413,120.286,0.435,14,0.051,11.571,0.042,129,0,543,0.002,,,,,,,,0.222,4.5,people tested,1528,5.529,136,0.492,6663,0.024,,
IDN,Indonesia,Asia,2020-04-01,149,0.539,126.714,0.459,21,0.076,14.143,0.051,114,0,482,0.002,,,,,,,,0.263,3.8,people tested,1677,6.068,157,0.568,6777,0.025,,
IDN,Indonesia,Asia,2020-04-02,113,0.409,128.143,0.464,13,0.047,13.143,0.048,416,0.002,464,0.002,,,,,,,,0.276,3.6,people tested,1790,6.477,170,0.615,7193,0.026,,
IDN,Indonesia,Asia,2020-04-03,196,0.709,134.286,0.486,11,0.04,13.429,0.049,428,0.002,447,0.002,,,,,,,,0.3,3.3,people tested,1986,7.186,181,0.655,7621,0.028,,
IDN,Indonesia,Asia,2020-04-04,106,0.384,133.857,0.484,10,0.036,12.714,0.046,365,0.001,316,0.001,,,,,,,,0.424,2.4,people tested,2092,7.57,191,0.691,7986,0.029,,
IDN,Indonesia,Asia,2020-04-05,181,0.655,141.143,0.511,7,0.025,12,0.043,,,494,0.002,,,,,,,,0.286,3.5,people tested,2273,8.225,198,0.716,,,,
IDN,Indonesia,Asia,2020-04-06,218,0.789,153.857,0.557,11,0.04,12.429,0.045,,,704,0.003,,,,,,,,0.219,4.6,people tested,2491,9.014,209,0.756,11460,0.041,,
IDN,Indonesia,Asia,2020-04-07,247,0.894,172.857,0.625,12,0.043,12.143,0.044,1973,0.007,967,0.003,,,,,,,,0.179,5.6,people tested,2738,9.907,221,0.8,13433,0.049,,
IDN,Indonesia,Asia,2020-04-08,218,0.789,182.714,0.661,19,0.069,11.857,0.043,1138,0.004,1113,0.004,,,,,,,,0.164,6.1,people tested,2956,10.696,240,0.868,14571,0.053,,
IDN,Indonesia,Asia,2020-04-09,337,1.219,214.714,0.777,40,0.145,15.714,0.057,2277,0.008,1379,0.005,,,,,,,,0.156,6.4,people tested,3293,11.916,280,1.013,16848,0.061,,
IDN,Indonesia,Asia,2020-04-10,219,0.792,218,0.789,26,0.094,17.857,0.065,2604,0.009,1690,0.006,,,,,,,,0.129,7.8,people tested,3512,12.708,306,1.107,19452,0.07,,
IDN,Indonesia,Asia,2020-04-11,330,1.194,250,0.905,21,0.076,19.429,0.07,330,0.001,1685,0.006,,,,,,,,0.148,6.7,people tested,3842,13.902,327,1.183,19782,0.072,,
IDN,Indonesia,Asia,2020-04-12,399,1.444,281.143,1.017,46,0.166,25,0.09,7293,0.026,2479,0.009,,,,,,,,0.113,8.8,people tested,4241,15.346,373,1.35,27075,0.098,,
IDN,Indonesia,Asia,2020-04-13,316,1.143,295.143,1.068,26,0.094,27.143,0.098,316,0.001,2276,0.008,,,,,,,,0.13,7.7,people tested,4557,16.489,399,1.444,27391,0.099,,
IDN,Indonesia,Asia,2020-04-14,282,1.02,300.143,1.086,60,0.217,34,0.123,4237,0.015,2599,0.009,,,,,,,,0.115,8.7,people tested,4839,17.51,459,1.661,31628,0.114,,
IDN,Indonesia,Asia,2020-04-15,297,1.075,311.429,1.127,10,0.036,32.714,0.118,1373,0.005,2633,0.01,,,,,,,,0.118,8.5,people tested,5136,18.584,469,1.697,33001,0.119,,
IDN,Indonesia,Asia,2020-04-16,380,1.375,317.571,1.149,27,0.098,30.857,0.112,1974,0.007,2590,0.009,,,,,,,,0.123,8.2,people tested,5516,19.959,496,1.795,34975,0.127,,
IDN,Indonesia,Asia,2020-04-17,407,1.473,344.429,1.246,24,0.087,30.571,0.111,2159,0.008,2526,0.009,,,,,,,,0.136,7.3,people tested,5923,21.432,520,1.882,37134,0.134,,
IDN,Indonesia,Asia,2020-04-18,325,1.176,343.714,1.244,15,0.054,29.714,0.108,2288,0.008,2806,0.01,,,,,,,,0.122,8.2,people tested,6248,22.608,535,1.936,39422,0.143,,
IDN,Indonesia,Asia,2020-04-19,327,1.183,333.429,1.206,47,0.17,29.857,0.108,2797,0.01,2163,0.008,,,,,,,,0.154,6.5,people tested,6575,23.791,582,2.106,42219,0.153,,
IDN,Indonesia,Asia,2020-04-20,185,0.669,314.714,1.139,8,0.029,27.286,0.099,1530,0.006,2337,0.008,,,,,,,,0.135,7.4,people tested,6760,24.461,590,2.135,43749,0.158,,
IDN,Indonesia,Asia,2020-04-21,375,1.357,328,1.187,26,0.094,22.429,0.081,2424,0.009,2078,0.008,,,,,,,,0.158,6.3,people tested,7135,25.818,616,2.229,46173,0.167,,
IDN,Indonesia,Asia,2020-04-22,283,1.024,326,1.18,19,0.069,23.714,0.086,1188,0.004,2051,0.007,,,,,,,,0.159,6.3,people tested,7418,26.842,635,2.298,47361,0.171,,
IDN,Indonesia,Asia,2020-04-23,357,1.292,322.714,1.168,12,0.043,21.571,0.078,1286,0.005,1953,0.007,,,,,,,,0.165,6.1,people tested,7775,28.133,647,2.341,48647,0.176,,
IDN,Indonesia,Asia,2020-04-24,436,1.578,326.857,1.183,42,0.152,24.143,0.087,1916,0.007,1918,0.007,,,,,,,,0.17,5.9,people tested,8211,29.711,689,2.493,50563,0.183,,
IDN,Indonesia,Asia,2020-04-25,396,1.433,337,1.219,31,0.112,26.429,0.096,1978,0.007,1874,0.007,,,,,,,,0.18,5.6,people tested,8607,31.144,720,2.605,52541,0.19,,
IDN,Indonesia,Asia,2020-04-26,275,0.995,329.571,1.193,23,0.083,23,0.083,4433,0.016,2108,0.008,,,,,,,,0.156,6.4,people tested,8882,32.139,743,2.689,56974,0.206,,
IDN,Indonesia,Asia,2020-04-27,214,0.774,333.714,1.208,22,0.08,25,0.09,2435,0.009,2237,0.008,,,,,,,,0.149,6.7,people tested,9096,32.913,765,2.768,59409,0.215,,
IDN,Indonesia,Asia,2020-04-28,415,1.502,339.429,1.228,8,0.029,22.429,0.081,3135,0.011,2339,0.008,,,,,,,,0.145,6.9,people tested,9511,34.415,773,2.797,62544,0.226,,
IDN,Indonesia,Asia,2020-04-29,260,0.941,336.143,1.216,11,0.04,21.286,0.077,5240,0.019,2918,0.011,,,,,,,,0.115,8.7,people tested,9771,35.356,784,2.837,67784,0.245,,
IDN,Indonesia,Asia,2020-04-30,347,1.256,334.714,1.211,8,0.029,20.714,0.075,4567,0.017,3386,0.012,,,,,,,,0.099,10.1,people tested,10118,36.611,792,2.866,72351,0.262,,
IDN,Indonesia,Asia,2020-05-01,433,1.567,334.286,1.21,8,0.029,15.857,0.057,4187,0.015,3711,0.013,,,,,,,,0.09,11.1,people tested,10551,38.178,800,2.895,76538,0.277,,
IDN,Indonesia,Asia,2020-05-02,292,1.057,319.429,1.156,31,0.112,15.857,0.057,3330,0.012,3904,0.014,,,,,,,,0.082,12.2,people tested,10843,39.235,831,3.007,79868,0.289,,
IDN,Indonesia,Asia,2020-05-03,349,1.263,330,1.194,14,0.051,14.571,0.053,3144,0.011,3720,0.013,,,,,,,,0.089,11.3,people tested,11192,40.498,845,3.058,83012,0.3,,
IDN,Indonesia,Asia,2020-05-04,395,1.429,355.857,1.288,19,0.069,14.143,0.051,3049,0.011,3807,0.014,,,,,,,,0.093,10.7,people tested,11587,41.927,864,3.126,86061,0.311,,
IDN,Indonesia,Asia,2020-05-05,484,1.751,365.714,1.323,8,0.029,14.143,0.051,2863,0.01,3769,0.014,,,,,,,,0.097,10.3,people tested,12071,43.678,872,3.155,88924,0.322,,
IDN,Indonesia,Asia,2020-05-06,367,1.328,381,1.379,23,0.083,15.857,0.057,4052,0.015,3599,0.013,,,,,,,,0.106,9.4,people tested,12438,45.006,895,3.239,92976,0.336,,
IDN,Indonesia,Asia,2020-05-07,338,1.223,379.714,1.374,35,0.127,19.714,0.071,3741,0.014,3481,0.013,,,,,,,,0.109,9.2,people tested,12776,46.229,930,3.365,96717,0.35,,
IDN,Indonesia,Asia,2020-05-08,336,1.216,365.857,1.324,13,0.047,20.429,0.074,6644,0.024,3832,0.014,,,,,,,,0.095,10.5,people tested,13112,47.445,943,3.412,103361,0.374,,
IDN,Indonesia,Asia,2020-05-09,533,1.929,400.286,1.448,16,0.058,18.286,0.066,5338,0.019,4119,0.015,,,,,,,,0.097,10.3,people tested,13645,49.374,959,3.47,108699,0.393,,
IDN,Indonesia,Asia,2020-05-10,387,1.4,405.714,1.468,14,0.051,18.286,0.066,4753,0.017,4349,0.016,,,,,,,,0.093,10.7,people tested,14032,50.774,973,3.521,113452,0.411,,
IDN,Indonesia,Asia,2020-05-11,233,0.843,382.571,1.384,18,0.065,18.143,0.066,2906,0.011,4328,0.016,,,,,,,,0.088,11.3,people tested,14265,51.617,991,3.586,116358,0.421,,
IDN,Indonesia,Asia,2020-05-12,484,1.751,382.571,1.384,16,0.058,19.286,0.07,3370,0.012,4401,0.016,,,,,,,,0.087,11.5,people tested,14749,53.368,1007,3.644,119728,0.433,,
IDN,Indonesia,Asia,2020-05-13,689,2.493,428.571,1.551,21,0.076,19,0.069,3844,0.014,4371,0.016,,,,,,,,0.098,10.2,people tested,15438,55.862,1028,3.72,123572,0.447,,
IDN,Indonesia,Asia,2020-05-14,568,2.055,461.429,1.67,15,0.054,16.143,0.058,4241,0.015,4442,0.016,,,,,,,,0.104,9.6,people tested,16006,57.917,1043,3.774,127813,0.462,,
IDN,Indonesia,Asia,2020-05-15,490,1.773,483.429,1.749,33,0.119,19,0.069,4247,0.015,4100,0.015,,,,,,,,0.118,8.5,people tested,16496,59.69,1076,3.893,132060,0.478,,
IDN,Indonesia,Asia,2020-05-16,529,1.914,482.857,1.747,13,0.047,18.571,0.067,3666,0.013,3861,0.014,,,,,,,,0.125,8,people tested,17025,61.604,1089,3.94,135726,0.491,,
IDN,Indonesia,Asia,2020-05-17,489,1.769,497.429,1.8,59,0.213,25,0.09,4753,0.017,3861,0.014,,,,,,,,0.129,7.8,people tested,17514,63.373,1148,4.154,140479,0.508,,
IDN,Indonesia,Asia,2020-05-18,496,1.795,535,1.936,43,0.156,28.571,0.103,2556,0.009,3811,0.014,,,,,,,,0.14,7.1,people tested,18010,65.168,1191,4.31,143035,0.518,,
IDN,Indonesia,Asia,2020-05-19,486,1.759,535.286,1.937,30,0.109,30.571,0.111,4764,0.017,4010,0.015,,,,,,,,0.133,7.5,people tested,18496,66.927,1221,4.418,147799,0.535,,
IDN,Indonesia,Asia,2020-05-20,693,2.508,535.857,1.939,21,0.076,30.571,0.111,6340,0.023,4367,0.016,,,,,,,,0.123,8.1,people tested,19189,69.434,1242,4.494,154139,0.558,,
IDN,Indonesia,Asia,2020-05-21,973,3.521,593.714,2.148,36,0.13,33.571,0.121,,,4820,0.017,,,,,,,,0.123,8.1,people tested,20162,72.955,1278,4.624,,,,
IDN,Indonesia,Asia,2020-05-22,634,2.294,614.286,2.223,48,0.174,35.714,0.129,,,5273,0.019,,,,,,,,0.116,8.6,people tested,20796,75.249,1326,4.798,168969,0.611,,
IDN,Indonesia,Asia,2020-05-23,949,3.434,674.286,2.44,25,0.09,37.429,0.135,7066,0.026,5758,0.021,,,,,,,,0.117,8.5,people tested,21745,78.683,1351,4.889,176035,0.637,,
IDN,Indonesia,Asia,2020-05-24,526,1.903,679.571,2.459,21,0.076,32,0.116,3829,0.014,5626,0.02,,,,,,,,0.121,8.3,people tested,22271,80.586,1372,4.965,179864,0.651,,
IDN,Indonesia,Asia,2020-05-25,479,1.733,677.143,2.45,19,0.069,28.571,0.103,3328,0.012,5737,0.021,,,,,,,,0.118,8.5,people tested,22750,82.32,1391,5.033,183192,0.663,,
IDN,Indonesia,Asia,2020-05-26,415,1.502,667,2.414,27,0.098,28.143,0.102,5110,0.018,5786,0.021,,,,,,,,0.115,8.7,people tested,23165,83.821,1418,5.131,188302,0.681,,
IDN,Indonesia,Asia,2020-05-27,686,2.482,666,2.41,55,0.199,33,0.119,7216,0.026,5911,0.021,,,,,,,,0.113,8.9,people tested,23851,86.304,1473,5.33,195518,0.707,,
IDN,Indonesia,Asia,2020-05-28,687,2.486,625.143,2.262,23,0.083,31.143,0.113,5793,0.021,5680,0.021,,,,,,,,0.11,9.1,people tested,24538,88.789,1496,5.413,201311,0.728,,
IDN,Indonesia,Asia,2020-05-29,678,2.453,631.429,2.285,24,0.087,27.714,0.1,3939,0.014,5183,0.019,,,,,,,,0.122,8.2,people tested,25216,91.243,1520,5.5,205250,0.743,,
IDN,Indonesia,Asia,2020-05-30,557,2.015,575.429,2.082,53,0.192,31.714,0.115,11519,0.042,5819,0.021,,,,,,,,0.099,10.1,people tested,25773,93.258,1573,5.692,216769,0.784,,
IDN,Indonesia,Asia,2020-05-31,700,2.533,600.286,2.172,40,0.145,34.429,0.125,6855,0.025,6251,0.023,,,,,,,,0.096,10.4,people tested,26473,95.791,1613,5.837,223624,0.809,,
IDN,Indonesia,Asia,2020-06-01,467,1.69,598.571,2.166,28,0.101,35.714,0.129,8489,0.031,6989,0.025,,,,,,,,0.086,11.7,people tested,26940,97.481,1641,5.938,232113,0.84,,
IDN,Indonesia,Asia,2020-06-02,609,2.204,626.286,2.266,22,0.08,35,0.127,5834,0.021,7092,0.026,,,,,,,,0.088,11.3,people tested,27549,99.685,1663,6.017,237947,0.861,,
IDN,Indonesia,Asia,2020-06-03,684,2.475,626,2.265,35,0.127,32.143,0.116,8486,0.031,7274,0.026,,,,,,,,0.086,11.6,people tested,28233,102.16,1698,6.144,246433,0.892,,
IDN,Indonesia,Asia,2020-06-04,585,2.117,611.429,2.212,23,0.083,32.143,0.116,5303,0.019,7204,0.026,,,,,,,,0.085,11.8,people tested,28818,104.276,1721,6.227,251736,0.911,,
IDN,Indonesia,Asia,2020-06-05,703,2.544,615,2.225,49,0.177,35.714,0.129,5074,0.018,7366,0.027,,,,,,,,0.083,12,people tested,29521,106.82,1770,6.405,256810,0.929,,
IDN,Indonesia,Asia,2020-06-06,993,3.593,677.286,2.451,31,0.112,32.571,0.118,7930,0.029,6853,0.025,,,,,,,,0.099,10.1,people tested,30514,110.413,1801,6.517,264740,0.958,,
IDN,Indonesia,Asia,2020-06-07,672,2.432,673.286,2.436,50,0.181,34,0.123,4406,0.016,6503,0.024,,,,,,,,0.104,9.7,people tested,31186,112.845,1851,6.698,269146,0.974,,
IDN,Indonesia,Asia,2020-06-08,847,3.065,727.571,2.633,32,0.116,34.571,0.125,5284,0.019,6045,0.022,,,,,,,,0.12,8.3,people tested,32033,115.91,1883,6.814,274430,0.993,,
IDN,Indonesia,Asia,2020-06-09,1043,3.774,789.571,2.857,40,0.145,37.143,0.134,7223,0.026,6244,0.023,,,,,,,,0.126,7.9,people tested,33076,119.684,1923,6.958,281653,1.019,,
IDN,Indonesia,Asia,2020-06-10,1240,4.487,869,3.144,36,0.13,37.286,0.135,5825,0.021,5864,0.021,,,,,,,,0.148,6.7,people tested,34316,124.171,1959,7.089,287478,1.04,,
IDN,Indonesia,Asia,2020-06-11,979,3.542,925.286,3.348,41,0.148,39.857,0.144,7193,0.026,6134,0.022,,,,,,,,0.151,6.6,people tested,35295,127.713,2000,7.237,294671,1.066,,
IDN,Indonesia,Asia,2020-06-12,1111,4.02,983.571,3.559,48,0.174,39.714,0.144,7476,0.027,6477,0.023,,,,,,,,0.152,6.6,people tested,36406,131.733,2048,7.411,302147,1.093,,
IDN,Indonesia,Asia,2020-06-13,1014,3.669,986.571,3.57,43,0.156,41.429,0.15,11128,0.04,6934,0.025,,,,,,,,0.142,7,people tested,37420,135.402,2091,7.566,313275,1.134,,
IDN,Indonesia,Asia,2020-06-14,857,3.101,1013,3.665,43,0.156,40.429,0.146,,,7441,0.027,,,,,,,,0.136,7.3,people tested,38277,138.503,2134,7.722,,,,
IDN,Indonesia,Asia,2020-06-15,1017,3.68,1037.286,3.753,64,0.232,45,0.163,,,7823,0.028,,,,,,,,0.133,7.5,people tested,39294,142.183,2198,7.953,329190,1.191,,
IDN,Indonesia,Asia,2020-06-16,1106,4.002,1046.286,3.786,33,0.119,44,0.159,10119,0.037,8237,0.03,,,,,,,,0.127,7.9,people tested,40400,146.185,2231,8.073,339309,1.228,,
IDN,Indonesia,Asia,2020-06-17,1031,3.731,1016.429,3.678,45,0.163,45.286,0.164,8969,0.032,8686,0.031,,,,,,,,0.117,8.5,people tested,41431,149.916,2276,8.236,348278,1.26,,
IDN,Indonesia,Asia,2020-06-18,1331,4.816,1066.714,3.86,63,0.228,48.429,0.175,10381,0.038,9141,0.033,,,,,,,,0.117,8.6,people tested,42762,154.732,2339,8.464,358659,1.298,,
IDN,Indonesia,Asia,2020-06-19,1041,3.767,1056.714,3.824,34,0.123,46.429,0.168,7922,0.029,9205,0.033,,,,,,,,0.115,8.7,people tested,43803,158.499,2373,8.587,366581,1.326,,
IDN,Indonesia,Asia,2020-06-20,1226,4.436,1087,3.933,56,0.203,48.286,0.175,9937,0.036,9035,0.033,,,,,,,,0.12,8.3,people tested,45029,162.935,2429,8.789,376518,1.362,,
IDN,Indonesia,Asia,2020-06-21,862,3.119,1087.714,3.936,36,0.13,47.286,0.171,6587,0.024,8839,0.032,,,,,,,,0.123,8.1,people tested,45891,166.054,2465,8.919,383105,1.386,,
IDN,Indonesia,Asia,2020-06-22,954,3.452,1078.714,3.903,35,0.127,43.143,0.156,10012,0.036,9132,0.033,,,,,,,,0.118,8.5,people tested,46845,169.506,2500,9.046,393117,1.422,,
IDN,Indonesia,Asia,2020-06-23,1051,3.803,1070.857,3.875,35,0.127,43.429,0.157,8564,0.031,8910,0.032,,,,,,,,0.12,8.3,people tested,47896,173.309,2535,9.173,401681,1.453,,
IDN,Indonesia,Asia,2020-06-24,1113,4.027,1082.571,3.917,38,0.138,42.429,0.154,12238,0.044,9377,0.034,,,,,,,,0.115,8.7,people tested,49009,177.336,2573,9.31,413919,1.498,,
IDN,Indonesia,Asia,2020-06-25,1178,4.263,1060.714,3.838,47,0.17,40.143,0.145,13239,0.048,9786,0.035,,,,,,,,0.108,9.2,people tested,50187,181.599,2620,9.48,427158,1.546,,
IDN,Indonesia,Asia,2020-06-26,1240,4.487,1089.143,3.941,63,0.228,44.286,0.16,,,10255,0.037,,,,,,,,0.106,9.4,people tested,51427,186.086,2683,9.708,,,,
IDN,Indonesia,Asia,2020-06-27,1385,5.012,1111.857,4.023,37,0.134,41.571,0.15,,,10436,0.038,,,,,,,,0.107,9.4,people tested,52812,191.097,2720,9.842,449569,1.627,,
IDN,Indonesia,Asia,2020-06-28,1198,4.335,1159.857,4.197,34,0.123,41.286,0.149,7067,0.026,10504,0.038,,,,,,,,0.11,9.1,people tested,54010,195.432,2754,9.965,456636,1.652,,
IDN,Indonesia,Asia,2020-06-29,1082,3.915,1178.143,4.263,51,0.185,43.571,0.158,9047,0.033,10367,0.038,,,,,,,,0.114,8.8,people tested,55092,199.347,2805,10.15,465683,1.685,,
IDN,Indonesia,Asia,2020-06-30,1293,4.679,1212.714,4.388,71,0.257,48.714,0.176,11635,0.042,10805,0.039,,,,,,,,0.112,8.9,people tested,56385,204.026,2876,10.407,477318,1.727,,
IDN,Indonesia,Asia,2020-07-01,1385,5.012,1251.571,4.529,58,0.21,51.571,0.187,15000,0.054,11200,0.041,,,,,,,,0.112,8.9,people tested,57770,209.038,2934,10.617,492318,1.781,,
IDN,Indonesia,Asia,2020-07-02,1624,5.876,1315.286,4.759,53,0.192,52.429,0.19,,,11087,0.04,,,,,,,,0.119,8.4,people tested,59394,214.914,2987,10.808,,,,
IDN,Indonesia,Asia,2020-07-03,1301,4.708,1324,4.791,49,0.177,50.429,0.182,,,11265,0.041,,,,,,,,0.118,8.5,people tested,60695,219.622,3036,10.986,,,,
IDN,Indonesia,Asia,2020-07-04,1447,5.236,1332.857,4.823,53,0.192,52.714,0.191,,,11443,0.041,,,,,,,,0.116,8.6,people tested,62142,224.857,3089,11.177,529669,1.917,,
IDN,Indonesia,Asia,2020-07-05,1607,5.815,1391.286,5.034,82,0.297,59.571,0.216,,,12034,0.044,,,,,,,,0.116,8.6,people tested,63749,230.672,3171,11.474,,,,
IDN,Indonesia,Asia,2020-07-06,1209,4.375,1409.429,5.1,70,0.253,62.286,0.225,,,12343,0.045,,,,,,,,0.114,8.8,people tested,64958,235.047,3241,11.727,552084,1.998,,
IDN,Indonesia,Asia,2020-07-07,1268,4.588,1405.857,5.087,68,0.246,61.857,0.224,10675,0.039,12206,0.044,,,,,,,,0.115,8.7,people tested,66226,239.635,3309,11.973,562759,2.036,,
IDN,Indonesia,Asia,2020-07-08,1853,6.705,1472.714,5.329,50,0.181,60.714,0.22,,,11872,0.043,,,,,,,,0.124,8.1,people tested,68079,246.34,3359,12.154,,,,
IDN,Indonesia,Asia,2020-07-09,2657,9.614,1620.286,5.863,58,0.21,61.429,0.222,,,11902,0.043,,,,,,,,0.136,7.3,people tested,70736,255.954,3417,12.364,588080,2.128,,
IDN,Indonesia,Asia,2020-07-10,1611,5.829,1664.571,6.023,52,0.188,61.857,0.224,9388,0.034,11464,0.041,,,,,,,,0.145,6.9,people tested,72347,261.784,3469,12.552,597468,2.162,,
IDN,Indonesia,Asia,2020-07-11,1671,6.046,1696.571,6.139,66,0.239,63.714,0.231,12625,0.046,11489,0.042,,,,,,,,0.148,6.8,people tested,74018,267.83,3535,12.791,610093,2.208,,
IDN,Indonesia,Asia,2020-07-12,1681,6.083,1707.143,6.177,71,0.257,62.143,0.225,10994,0.04,11459,0.041,,,,,,,,0.149,6.7,people tested,75699,273.913,3606,13.048,621087,2.247,,
IDN,Indonesia,Asia,2020-07-13,1282,4.639,1717.571,6.215,50,0.181,59.286,0.215,9062,0.033,11152,0.04,,,,,,,,0.154,6.5,people tested,76981,278.552,3656,13.229,630149,2.28,,
IDN,Indonesia,Asia,2020-07-14,1591,5.757,1763.714,6.382,54,0.195,57.286,0.207,,,11592,0.042,,,,,,,,0.152,6.6,people tested,78572,284.308,3710,13.424,,,,
IDN,Indonesia,Asia,2020-07-15,1522,5.507,1716.429,6.211,87,0.315,62.571,0.226,,,11748,0.043,,,,,,,,0.146,6.8,people tested,80094,289.816,3797,13.739,657655,2.38,,
IDN,Indonesia,Asia,2020-07-16,1574,5.695,1561.714,5.651,76,0.275,65.143,0.236,12156,0.044,11676,0.042,,,,,,,,0.134,7.5,people tested,81668,295.511,3873,14.014,669811,2.424,,
IDN,Indonesia,Asia,2020-07-17,1462,5.29,1540.429,5.574,84,0.304,69.714,0.252,13994,0.051,12334,0.045,,,,,,,,0.125,8,people tested,83130,300.801,3957,14.318,683805,2.474,,
IDN,Indonesia,Asia,2020-07-18,1752,6.34,1552,5.616,59,0.213,68.714,0.249,13238,0.048,12421,0.045,,,,,,,,0.125,8,people tested,84882,307.141,4016,14.532,697043,2.522,,
